Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
13550, 104 Nguyễn Chí Thanh,Hải Châu I,hải châu,16.0,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.06987,108.22101"
13551, Núi Thành,Hòa Cường Bắc,hải châu,40.0,466.0,Đông,Nhà mặt tiền,Không có,20.0,,,"16.03194,108.22279"
13552, 263 Trường Sơn,Hòa Thọ Tây,cẩm lệ,2.1,120.0,Không,Nhà trong hẻm,Không có,6.0,20.0,1,"16.01077,108.17425"
13553, Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,2.15,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,,2,"16.0215783,108.21282"
13554, An Thượng 18,Mỹ An,ngũ hành sơn,4.5,55.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,,1,"16.04836,108.24055"
13555, An Thượng 28,An Hải Bắc,sơn trà,17.5,77.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.3,4,"16.0531538,108.24582115"
13556, Nguyễn Xuân Nhĩ,Hòa Cường Bắc,hải châu,11.5,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,4,"16.03115,108.22655"
13557, Mai Đăng Chơn,Hòa Quý,ngũ hành sơn,18.0,356.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.5,38.0,3,"15.97666,108.23309"
13558, Phạm Cự Lượng,An Hải Bắc,sơn trà,24.5,6.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8.0,28.0,3,"16.06044,108.23629"
13559, Phan Liêm,Hòa Hải,ngũ hành sơn,24.5,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,6,"16.05471,108.24462"
13560, Núi Thành,Hòa Cường Bắc,hải châu,29.5,189.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,33.0,5,"16.03194,108.22279"
13561, Bùi Thiện Ngộ,Hòa Xuân,cẩm lệ,23.0,300.0,Không,Nhà mặt tiền,Không có,12.0,25.0,3,"16.03363,108.2104"
13562, Phan Liêm,Mỹ An,ngũ hành sơn,24.5,90.0,Không,Nhà mặt tiền,Không có,4.6,20.0,6,"16.05471,108.24462"
13563, Nguyễn Lữ,Khuê Mỹ,ngũ hành sơn,26.5,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,15.0,18.2,2,"16.03409,108.24061"
13564, Nguyễn Khắc Viện,Khuê Mỹ,ngũ hành sơn,36.8,35.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,23.5,3,"16.01244,108.2603"
13565, Cô Giang,Hải Châu I,hải châu,27.5,154.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,18.5,4,"16.062,108.2217"
13566, Đỗ Huy Uyển,An Hải Bắc,sơn trà,11.6,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,4,"16.07546,108.23242"
13567, Đinh Tiên Hoàng,Bình Thuận,hải châu,6.4,75.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.7,12.0,3,"16.07507,108.20968"
13568, Hải Phòng,Tân Chính,thanh khê,18.6,180.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,10.0,18.0,5,"16.07085,108.20893"
13569, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,15.8,78.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,19.5,4,"16.03029,108.21903"
13570, Tiểu La,Hòa Cường Bắc,hải châu,15.9,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.04649,108.22182"
13571, An Thượng 28,Mỹ An,ngũ hành sơn,57.0,16.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,18.0,12,"16.05321,108.24601"
13572, An Thượng 24,Mỹ An,ngũ hành sơn,11.8,105.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,15.0,7.0,2,"16.05263,108.24152"
13574, Núi Thành,Hòa Cường,hải châu,80.0,420.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.7,43.0,3,"16.03194,108.22279"
13575, Ngô Thế Vinh,Hòa Cường Bắc,hải châu,18.5,18.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,22.0,3,"16.04139,108.20896"
13576, Dương Đình Nghệ,An Hải Bắc,sơn trà,118.0,180.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,20.0,17,"16.06888,108.24414"
13577, Phan Liêm,Hòa Hải,ngũ hành sơn,20.0,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,6,"16.05471,108.24462"
13578, Nguyễn Thiện Kế,An Hải Đông,sơn trà,11.0,17.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.4,28.0,3,"16.06034,108.23891"
13579, Dương Đình Nghệ,An Hải Bắc,sơn trà,30.5,175.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,17.5,3,"16.06888,108.24414"
13580, Đa Mặn,Khuê Mỹ,ngũ hành sơn,20.9,18.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,18.0,3,"16.03033,108.24469"
13581, Núi Thành,Hòa Cường,hải châu,4.9,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,13.5,4,"16.03194,108.22279"
13582, Trưng Nữ Vương,Hòa Cường,hải châu,9.8,159.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,27.0,2,"16.05375,108.21903"
13583, Núi Thành,Hòa Cường,hải châu,4.48,57.0,Không,Nhà trong hẻm,Không có,8.5,6.8,3,"16.03194,108.22279"
13584, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,15.8,78.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,19.5,4,"16.03029,108.21903"
13585, Ngô Quyền,An Hải Bắc,sơn trà,18.2,190.0,Không,Nhà mặt tiền,Không có,10.0,19.0,5,"16.09631,108.24529"
13586, Bùi Bỉnh Uyên,Hòa Hải,ngũ hành sơn,5.7,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"15.99883,108.26536"
13587, 2/9,Hòa Cường,hải châu,26.7,125.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,5,"16.08311,108.22194"
13588, Dương Đình Nghệ,An Hải Bắc,sơn trà,30.5,175.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,17.5,3,"16.06888,108.24414"
13589, Nguyễn Hữu Thông,An Hải Bắc,sơn trà,48.0,300.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,15.0,20.0,3,"16.07103,108.24309"
13590, An Hải 20,An Hải Bắc,sơn trà,6.4,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,3,"16.08862,108.23786"
13591, Hồ Sĩ Tân,Nại Hiên Đông,sơn trà,40.0,326.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,12.0,27.0,6,"16.09447,108.22971"
13592, Trần Hưng Đạo,An Hải Tây,sơn trà,23.8,105.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,21.0,8,"16.08968,108.22756"
13593, Dũng Sĩ Thanh Khê,Thanh Khê Tây,thanh khê,13.5,118.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.2,23.0,4,"16.07597,108.17332"
13594, Núi Thành,Hòa Cường,hải châu,4.7,53.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.8,13.0,4,"16.03194,108.22279"
13595, Nguyễn Văn Thoại,An Hải Đông,sơn trà,21.5,81.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,20.0,4,"16.05747,108.24433"
13596, An Thượng 36,Hòa Hải,ngũ hành sơn,10.9,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,12.0,4,"16.04694,108.24195"
13597, Đinh Đạt,Phước Mỹ,sơn trà,17.5,91.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.5,8,"16.08165,108.24534"
13598, Hồ Xuân Hương,Hòa Hải,ngũ hành sơn,22.0,49.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.5,24.5,3,"16.04025,108.24712"
13599, Nguyễn Đình Hiến,Hòa Hải,ngũ hành sơn,23.2,595.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,15.0,39.6,2,"15.98095,108.24875"
13600, Hà Huy Tập,Hòa Khê,thanh khê,29.0,311.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.5,32.8,2,"16.0704,108.19171"
13601, Chính Hữu,An Hải Bắc,sơn trà,21.0,127.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.6,16.0,6,"16.10449,108.26139"
13602, An Đồn,An Hải Bắc,sơn trà,50.0,19.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.5,20.0,9,"16.07546,108.23242"
13604, Hoàng Xuân Nhị,Hòa Cường,hải châu,6.35,73.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.5,3,"16.03424,108.21715"
13605, Mai Đăng Chơn,Hòa Hải,ngũ hành sơn,18.0,356.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.5,38.0,3,"15.97666,108.23309"
13606, An Thượng 17,Hòa Hải,ngũ hành sơn,5.4,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,2,"16.04985,108.24127"
13607, Thi Sách,Hải Châu I,hải châu,6.9,55.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,10.0,4,"16.0546,108.20547"
13608, Hoàng Thiều Hoa,Hòa Hải,ngũ hành sơn,32.0,7.0,Không,Nhà mặt tiền,Không có,14.0,20.0,6,"15.97977,108.27137"
13609, Nguyễn Thi,Hải Châu I,hải châu,11.2,145.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8.0,18.0,3,"16.03236,108.2319"
13610, Hoàng Diệu,Hòa Cường,hải châu,6.4,75.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6.7,12.0,3,"16.05467,108.21737"
13611, Nguyễn Văn Linh,Bình Hiên,hải châu,3.05,50.0,Không,Nhà trong hẻm,Không có,5.6,9.0,3,"16.06072,108.21685"
13612, An Thượng 28,Khuê Mỹ,ngũ hành sơn,17.5,77.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.5,4,"16.05321,108.24601"
13613, Hà Huy Tập,Hòa Khê,thanh khê,2.6,54.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,12.0,2,"16.0704,108.19171"
13614, Thanh Thủy,Hải Châu I,hải châu,6.2,65.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.4,14.7,2,"16.08232,108.21374"
13615, Hoàng Thúc Trâm,Hòa Cường,hải châu,2.95,41.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.7,8.7,3,"16.04274,108.21396"
13616, Hoàng Diệu,Hòa Cường,hải châu,5.15,6.0,Không,Nhà trong hẻm,Không có,4.5,14.0,3,"16.05467,108.21737"
13617, Trưng Nữ Vương,Hòa Cường Bắc,hải châu,9.3,159.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,27.0,2,"16.05375,108.21903"
13618, Hùng Vương,Hải Châu I,hải châu,5.3,9.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,18.0,3,"16.06859,108.221"
13619, Trưng Nhị,Hòa Cường,hải châu,26.0,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,30.0,4,"16.04512,108.21105"
13620, Thanh Long,Thanh Bình,hải châu,12.9,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,17.0,6.0,3,"16.08158,108.21386"
13621, Nguyễn Đức Cảnh,Thuận Phước,hải châu,5.7,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,2,"16.08926,108.21863"
13622, Tiên Sơn,Hòa Cường,hải châu,5.3,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.0,2,"16.02913,108.22021"
13623, Đặng Thùy Trâm,Hòa Thuận Tây,hải châu,4.75,80.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.2,19.0,2,"16.05255,108.20845"
13624, Nguyễn Văn Thủ,Hòa Cường,hải châu,12.6,75.0,Không,Nhà mặt tiền,Không có,5.0,15.0,3,"16.08741,108.21799"
13625, Núi Thành,Hòa Cường Bắc,hải châu,11.2,113.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,23.0,3,"16.03194,108.22279"
13626, Tiểu La,Hòa Cường Bắc,hải châu,15.9,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.04649,108.22182"
13627, Hàn Thuyên,Hòa Cường Bắc,hải châu,9.6,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.03936,108.21621"
13628, Nguyễn Thiện Kế,Phước Mỹ,sơn trà,6.85,73.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,3.52,20.8,3,"16.06034,108.23891"
13629, Trưng Nữ Vương,Hòa Cường,hải châu,3.4,66.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.2,13.0,3,"16.05375,108.21903"
13630, Hoàng Diệu,Bình Thuận,hải châu,6.4,75.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.7,12.0,3,"16.05467,108.21737"
13631, Hoàng Diệu,Hòa Cường,hải châu,8.7,87.0,Không,Nhà trong hẻm,Không có,6.5,13.5,2,"16.05467,108.21737"
13632, Huy Cận,Hòa Cường Nam,hải châu,12.7,121.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,14.0,2,"16.03315,108.21869"
13633, Châu Thượng Văn,Hòa Cường,hải châu,5.0,77.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,3.7,20.0,2,"16.04445,108.22042"
13634, Trường Chinh,An Khê,thanh khê,2.55,50.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.8,13.0,3,"16.04251,108.18537"
13635, Lý Thái Tổ,Thạc Gián,thanh khê,2.73,50.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,11.0,2,"16.06628,108.20862"
13636, Châu Thượng Văn,Hòa Cường,hải châu,3.85,53.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,11.0,3,"16.04445,108.22042"
13637, Đặng Thùy Trâm,Hòa Cường,hải châu,4.75,73.0,Không,Nhà trong hẻm,Không có,4.05,20.5,2,"16.05255,108.20845"
13638, Trưng Nữ Vương,Hòa Cường,hải châu,3.5,50.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,10.0,3,"16.05375,108.21903"
13639, Hưng Hóa,Hòa Cường Nam,hải châu,6.4,76.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,15.2,4,"16.03475,108.21752"
13640, Châu Thượng Văn,Hòa Cường Bắc,hải châu,7.9,126.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.6,21.0,2,"16.04445,108.22042"
13641, Hoàng Diệu,Hòa Cường,hải châu,6.7,7.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,16.0,3,"16.05467,108.21737"
13642, Hoàng Diệu,Hòa Cường,hải châu,3.75,34.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,7.9,2,"16.05467,108.21737"
13643, Hoàng Diệu,Hòa Cường,hải châu,3.2,5.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.8,13.6,3,"16.05467,108.21737"
13644, Trưng Nữ Vương,Hòa Cường,hải châu,4.1,48.0,Không,Nhà trong hẻm,Không có,5.0,10.0,3,"16.05375,108.21903"
13646, Hàn Mạc Tử,Thuận Phước,hải châu,5.5,64.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,3.8,17.0,3,"16.08542,108.21743"
13647, 2/9,Hòa Cường,hải châu,5.35,79.0,Không,Nhà trong hẻm,Không có,4.0,20.0,4,"16.08311,108.22194"
13648, Hoàng Diệu,Hòa Cường Bắc,hải châu,6.55,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.5,9.2,3,"16.05467,108.21737"
13649, Trưng Nữ Vương,Hòa Cường Bắc,hải châu,3.5,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,10.0,3,"16.05375,108.21903"
13650, Hoàng Diệu,Hòa Cường Bắc,hải châu,3.9,57.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.1,14.0,4,"16.05467,108.21737"
13651, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,15.8,78.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,19.5,4,"16.03029,108.21903"
13652, Nguyễn Huy Tự,Hòa Minh,liên chiểu,5.6,7.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.0,3,"16.08181,108.15984"
13653, Núi Thành,Hòa Cường,hải châu,4.48,57.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8.5,6.8,3,"16.03194,108.22279"
13655, Trưng Nữ Vương,Hòa Cường,hải châu,4.5,90.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.2,22.0,1,"16.05375,108.21903"
13656, Nguyễn Thị Minh Khai,Hải Châu I,hải châu,16.5,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.0,3,"16.0744,108.21805"
13657, Tố Hữu,Hòa Cường Nam,hải châu,9.2,100.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.03441,108.21851"
13658, Ỷ Lan Nguyên Phi,Hòa Cường,hải châu,7.5,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,1,"16.04088,108.21625"
13659, Tiểu La,Hòa Cường,hải châu,11.3,83.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,3.3,25.0,3,"16.04649,108.22182"
13660, Hải Sơn,Thanh Bình,hải châu,7.8,10.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,18.0,4,"16.0814,108.21517"
13661, Châu Thượng Văn,Hòa Cường,hải châu,3.85,5.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,11.0,3,"16.04445,108.22042"
13662, Nguyễn Du,Thạch Thang,hải châu,17.0,68.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,3.9,18.0,3,"16.07874,108.22068"
13663, Hoàng Diệu,Hòa Cường Nam,hải châu,4.3,88.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,9.0,9.5,3,"16.05467,108.21737"
13664, Lê Cơ,Hòa Cường,hải châu,3.0,50.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,13.0,3,"16.04241,108.21996"
13665, Đống Đa,Thạch Thang,hải châu,10.3,105.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.3,22.0,5,"16.07503,108.21489"
13666, Trưng Nữ Vương,Hòa Cường,hải châu,6.0,55.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,13.0,5,"16.05375,108.21903"
13667, Mai Đăng Chơn,Hòa Hải,ngũ hành sơn,18.0,356.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.5,38.0,3,"15.97666,108.23309"
13668, Hoàng Diệu,Hòa Cường Bắc,hải châu,3.85,39.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.15,9.58,3,"16.05467,108.21737"
13669, Trưng Nữ Vương,Hòa Cường Bắc,hải châu,4.2,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,19.0,1,"16.05375,108.21903"
13670, Nguyễn Tri Phương,Thạc Gián,thanh khê,3.2,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,14.0,2,"16.06071,108.20523"
13671, Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,3.45,96.0,Tây,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,"15.99456,108.21192"
13672, Nguyễn Tất Thành,Hòa Khánh Nam,liên chiểu,2.9,50.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,10.0,34,"16.08406,108.16151"
13673, Tiểu La,Hòa Cường Bắc,hải châu,3.98,5.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,3,"16.04649,108.22182"
13674, Trần Cao Vân,Thanh Khê Đông,thanh khê,2.48,57.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,,3,"16.0738,108.20758"
13675, 217/5 Núi Thành,Hòa Cường Bắc,hải châu,5.7,130.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,26.0,3,"16.04516,108.22156"
13676, Trần Thánh Tông,Nại Hiên Đông,sơn trà,11.7,174.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,20.0,3,"16.09121,108.23348"
13677, Lê Đình Lý,Vĩnh Trung,thanh khê,2.4,40.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,9.0,1,"16.05515,108.21073"
13678, 55 Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,13.8,105.0,Không,Nhà mặt tiền,Không có,5.0,21.0,2,"16.04745,108.24419"
13679, Nguyễn Xuân Nhĩ,Hòa Cường Nam,hải châu,1.1,95.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,4,"16.03115,108.22655"
13680, Nguyễn Đóa,Hòa Xuân,cẩm lệ,3.5,100.0,Đông,Nhà mặt tiền,Không có,5.0,20.0,2,"15.98677,108.21493"
13681, Điện Biên Phủ,Chính Gián,thanh khê,4.25,5.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,12.0,3,"16.06715,108.196"
13682, Cổ Mân 2,Mân Thái,sơn trà,5.2,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.0895499,108.2382044"
13683, Dương Bá Trạc,Hòa Cường Nam,hải châu,5.9,76.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,,3,"16.07621,108.2186"
13684, Tiên Sơn 7,Hòa Cường Nam,hải châu,10.9,120.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,17.0,3,"16.03618,108.22005"
13685, Tiên Sơn 7,Hòa Cường,hải châu,10.9,120.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,120.0,3,"16.03618,108.22005"
13686, Lê Cảnh Tuân,Nại Hiên Đông,sơn trà,6.0,173.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,23.5,3,"16.09432,108.23083"
13687, An Thượng 38,Mỹ An,ngũ hành sơn,8.8,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,,4,"16.04689,108.24197"
13688, Hồ Xuân Hương,Mỹ An,ngũ hành sơn,15.0,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,5,"16.04025,108.24712"
13689, Dương Thưởng,Hòa Cường Bắc,hải châu,4.8,7.0,Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,3.5,21.0,2,"16.04362,108.21886"
13690, Lê Đình Lý,Hòa Thuận Tây,hải châu,3.8,80.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,2,"16.0516,108.20992"
13691, Chu Mạnh Trinh,Khuê Trung,cẩm lệ,4.95,75.0,Không,Nhà mặt tiền,Không có,5.0,,2,"16.03377,108.21313"
13692, Nguyễn Tri Phương,Hòa Thuận Đông,hải châu,3.8,63.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7.0,9.0,2,"16.05232,108.21081"
13693, 08 Bình Hòa 4,Khuê Trung,cẩm lệ,8.0,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,4,"16.02518,108.21209"
13694, Tiểu La,Hòa Cường Bắc,hải châu,4.6,57.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,11.0,4,"16.04649,108.22182"
13695, Thế Lữ,An Hải Bắc,sơn trà,10.5,95.0,Không,Nhà mặt tiền,Không có,5.0,19.0,5,"16.08281,108.23586"
13696, Lê Thanh Nghị,Hòa Cường Bắc,hải châu,15.8,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,4,"16.03029,108.21903"
13697, Trần Phú,Hải Châu I,hải châu,11.0,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,16.0,3,"16.07078,108.22397"
13698, Núi Thành,Hòa Cường Bắc,hải châu,15.5,168.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,,3,"16.03194,108.22279"
13699, Tiểu La,Hòa Cường,hải châu,8.0,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,,3,"16.04649,108.22182"
13700, Phạm Đình Hổ,Hòa Minh,liên chiểu,8.2,140.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,20.0,3,"16.07941,108.16714"
13701, Hoàng Diệu,Hòa Thuận Đông,hải châu,3.3,99.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.7,17.4,1,"16.05467,108.21737"
13702, Quốc lộ 1A,Xã Hòa Liên,hòa vang,7.5,300.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,11.0,,3,"15.96907,108.20995"
13703, Trường Chinh,Hòa An,cẩm lệ,3.6,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,,2,"16.00735,108.19196"
13704, Nguyễn Duy Trinh,Hòa Hải,ngũ hành sơn,2.99,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,1,"15.99029,108.26711"
13705, Nguyễn Duy Trinh,Hòa Hải,ngũ hành sơn,2.15,55.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.8,12.0,1,"15.99029,108.26711"
13706, Cao Thắng,Thanh Bình,hải châu,3.0,80.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,16.0,2,"16.07657,108.21369"
13707, Nguyễn Phước Nguyên,An Khê,thanh khê,3.5,40.0,Không,Nhà mặt tiền,Không có,7.5,,3,"16.05452,108.18347"
13708, Nguyễn Du,Thạch Thang,hải châu,7.0,85.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7.0,,3,"16.07874,108.22068"
13710, Trần Cao Vân,Xuân Hà,thanh khê,12.5,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.2,,2,"16.0738,108.20758"
13711, Hoàng Minh Thảo,Hòa Minh,liên chiểu,4.29,107.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,12.0,,3,"16.04687,108.16397"
13712, An Mỹ,An Hải Đông,sơn trà,4.2,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,,1,"16.06265,108.23121"
13713, Tô Hiến Thành,Phước Mỹ,sơn trà,7.899,77.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,,,5,"16.06028,108.24304"
13714, Tiểu La,Hòa Cường Bắc,hải châu,2.95,100.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,,"16.04649,108.22182"
13715, 87 Nguyễn Lương Bằng,Hòa Khánh Bắc,liên chiểu,3.25,120.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.07455,108.14915"
13716, 339 Tôn Đản,Hòa An,cẩm lệ,2.65,120.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,,,2,"16.0482,108.18149"
